configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
75,622,success,,14.192,14.192,34.70396560057998,32014,3549,73.27162048264475,3549,83.40063442491291,83.392701485227
75,778,success,,14.192,14.192,32.047179006040096,29320,3549,48.58232559044723,3549,58.84111763508093,58.83065262981744
75,1088,success,,14.196,14.196,35.59346704185009,32690,3550,78.62243703972652,3550,91.11683614020833,91.09641456824693
75,1244,success,,14.084,14.084,33.416857881471515,30930,3522,63.6110264263212,3522,73.23647057485198,73.22214017052967
76,2,success,,14.188,14.188,34.16050178557634,30767,3548,69.03653226205664,3548,78.90073173875854,78.86085287414977
76,3,success,,14.188,14.188,31.195302359759808,28208,3548,55.14178623130072,3548,63.26905889737523,63.25603627774912
76,4,success,,14.08,14.08,25.36954423226416,22964,3521,16.237689957027452,3521,31.52218350701351,31.511619198646827
76,312,success,,14.188,14.188,29.262482669204473,26425,3548,42.69720879951528,3548,53.75693076610453,53.74713477561525
76,620,success,,14.188,14.188,24.385069703683257,21419,3548,11.297462812360346,3548,41.413797374990885,41.4101916104245
76,622,success,,14.188,14.188,32.35467670857906,29684,3548,62.44258063658408,3548,72.2149681672115,72.20305845198803
76,778,success,,14.188,14.188,29.74039746262133,26785,3548,45.38795752654902,3548,57.8407500592891,57.81334589538325
76,1088,success,,14.192,14.192,32.973641285672784,30195,3549,64.03882895456961,3549,79.11009460955736,79.1012635596582
76,1244,success,,14.08,14.08,30.97986307181418,27883,3521,52.648146809481,3521,64.71945213837368,64.69087815414439
77,2,success,,14.188,14.188,33.31560884974897,30303,3548,69.41985049107309,3548,80.13035127203685,80.11713489355743
77,3,success,,14.188,14.188,33.08644715510309,28450,3548,55.43516788695241,3548,62.327226895363694,62.31098761426178
77,4,success,,14.08,14.08,26.0642723813653,22350,3521,16.117473287159186,3521,31.625175484086782,31.617814138726395
77,312,success,,14.188,14.188,29.544537022709846,26457,3548,42.57404368631011,3548,54.34670113236593,54.32193559772991
77,620,success,,14.188,14.188,23.912568448111415,21497,3548,11.175972716467127,3548,41.200987379436675,41.1903067476547
77,622,success,,14.188,14.188,32.03804675117135,29349,3548,62.884779361411546,3548,73.67831516128844,73.66134916027426
77,778,success,,14.188,14.188,29.46852397546172,26470,3548,45.24813869058101,3548,56.82210101998474,56.79385959162466
77,1088,success,,14.192,14.192,32.66796890087426,29667,3549,64.49019569133978,3549,78.76024040285536,78.73405753833863
77,1244,success,,14.08,14.08,32.64753782376647,28174,3521,52.901950982707845,3521,63.14097948801159,63.14896656052272
78,2,success,,14.188,14.188,32.4246864663437,30721,3548,73.85454577778097,3548,83.08170723089077,83.04394957747368
78,3,success,,14.188,14.188,29.551417384296656,28181,3548,60.70758977412396,3548,66.86750931903596,66.85597196310614
78,4,success,,14.08,14.08,22.90969908144325,21737,3521,16.22986174935882,3521,31.90930739986037,31.9102879041536
78,312,success,,14.188,14.188,28.712597195990384,25548,3548,43.58672886562036,3548,56.27028795511246,56.270625721123814
78,620,success,,14.188,14.188,21.349295431748033,20118,3548,10.923258716889162,3548,41.21057520144584,41.20648541063747
78,622,success,,14.188,14.188,30.631571982055902,29351,3548,68.30039974576819,3548,77.28897597604784,77.27852777153433
78,778,success,,14.188,14.188,27.59443533513695,26026,3548,46.671579639404044,3548,55.60281695366134,55.61446774981304
78,1088,success,,14.192,14.192,31.26660110615194,29733,3549,69.899121510094,3549,83.2225137736119,83.20051769421606
78,1244,success,,14.08,14.08,29.654270539991558,27335,3521,57.69134781035292,3521,68.02322814431736,67.96540564499793
79,2,success,,14.176,14.176,18.12529079336673,17331,3545,58.21233690664391,3545,69.79826972927492,69.7404753652377
79,3,success,,14.176,14.176,17.354811034165323,16466,3545,42.63714861818362,3545,51.35650322287808,51.11557115300498
79,4,success,,14.068,14.068,14.59597284719348,13453,3518,8.704930880236562,3518,28.205913943337002,28.197045585502735
79,312,success,,14.176,14.176,16.36736669205129,15616,3545,29.763362332036113,3545,45.10655249597746,45.11942896904814
79,620,success,,14.176,14.176,13.030076895840466,12261,3545,4.34161285266617,3545,40.13320405736251,40.10802255495702
79,622,success,,14.176,14.176,17.57754549011588,16692,3545,48.321714452441626,3545,61.490636379792235,61.38790139839049
79,778,success,,14.176,14.176,16.838863391429186,15991,3545,38.535204045845475,3545,50.72277414426011,50.71931170214253
79,1088,success,,14.18,14.18,17.65456181578338,16679,3546,41.399692523481036,3546,60.0838244430952,60.348321330634654
79,1244,success,,14.068,14.068,18.262507382780313,17316,3518,54.06732875092714,3518,65.48176727553646,65.22648392263642
80,2,success,,14.176,14.176,18.514520613476634,17631,3545,58.273117846309624,3545,69.26526711749669,69.2608259409952
80,3,success,,14.176,14.176,17.298219044692814,16387,3545,42.748168057736244,3545,52.56226272927752,52.340335371083405
80,4,success,,14.068,14.068,14.139802161604166,13320,3518,8.690182027105191,3518,28.495537691317224,28.455771677095996
80,312,success,,14.176,14.176,16.667115852236748,15745,3545,29.679764954882646,3545,44.84271581931433,44.86294101035966
80,620,success,,14.176,14.176,13.465113263577223,12573,3545,4.332218517702961,3545,40.13241391622731,40.1141051436284
80,622,success,,14.176,14.176,18.142901649698615,17165,3545,48.384850905904585,3545,61.39267026457484,61.4439622719767
80,778,success,,14.176,14.176,17.14784501027316,16263,3545,38.365878963411625,3545,50.83022005466806,50.698563553878024
80,1088,success,,14.18,14.18,17.799046566709876,16600,3546,41.46772850192438,3546,59.40114704519748,59.46699730407552
80,1244,success,,14.068,14.068,18.071225485764444,17097,3518,54.228588227782026,3518,66.12736863247342,66.07704120918413
81,2,success,,14.176,14.176,19.308660444803536,18005,3545,58.52080350079746,3545,68.2352996250508,68.0690350751965
81,3,success,,14.176,14.176,18.77892277855426,17517,3545,40.63830064426825,3545,50.24516719920643,50.21676932048814
81,4,success,,14.068,14.068,14.260092700831592,13133,3518,7.628493109831184,3518,28.077861748555254,28.04552254450158
81,312,success,,14.176,14.176,18.483730998821557,15801,3545,25.990436916861906,3545,43.931663781152,43.904265508677234
81,620,success,,14.176,14.176,13.376396421343088,12288,3545,3.948047112027555,3545,39.995077173192094,39.966485888905325
81,622,success,,14.176,14.176,19.077793586067855,17729,3545,46.8618991693786,3545,60.939360199015304,61.01222600217496
81,778,success,,14.176,14.176,18.41652832273394,17141,3545,34.410484202465646,3545,48.490491254324375,48.43385182500536
81,1088,success,,14.18,14.18,18.106134733185172,16739,3546,39.08574903880415,3546,60.69100048136947,60.500284648529885
81,1244,success,,14.068,14.068,19.151638665236533,17808,3518,55.08557347052443,3518,66.01932298128902,65.77927939265221
82,2,success,,14.184000000000001,14.184000000000001,139.7919124290347,38451,3547,50.51394248377216,3547,62.806258995438114,62.797123478885254
82,3,success,,14.184000000000001,14.184000000000001,141.5121398922056,38933,3547,49.68113213924849,3547,58.59304459330351,58.55953618263645
