configuration_index,test_trial_id,simulation_status,failure_reason,requested_duration_s,reached_duration_s,simulation_runtime_s,rhs_evaluations,simulated_samples,simulated_x0_rms_uv,compared_samples,x0_rmse_uv,trajectory_rmse_uv
23,622,success,,14.156,14.156,32.598775397986174,45386,3540,50.32328971117803,3540,64.38138582103419,64.28060195343822
23,778,success,,14.156,14.156,35.66757844761014,50856,3540,45.32185904999369,3540,55.19708292471953,55.15965076900988
23,1088,success,,14.16,14.16,36.553787276148796,48845,3541,39.15595247107601,3541,60.66866482322439,60.5752421560204
23,1244,success,,14.048,14.048,42.031904032453895,59811,3513,67.6112117536558,3513,76.43267496709923,76.40396457064506
24,2,success,,14.156,14.156,39.43951493501663,53771,3540,112.7775964081301,3540,119.72743518959022,119.48233758676581
24,3,success,,14.156,14.156,30.918567651882768,42162,3540,154.8964988851879,3540,157.91309866942373,157.52415575142592
24,4,success,,14.048,14.048,54.372702134773135,74397,3513,51.12087550508552,3513,57.140422129047714,57.13315181908793
24,312,success,,14.156,14.156,44.24626824632287,60392,3540,92.22900916518829,3540,97.54373253849371,97.54943040431033
24,620,success,,14.156,14.156,46.841010792180896,63140,3540,49.80256147619721,3540,64.59890364930943,64.59012839194259
24,622,success,,14.156,14.156,35.60200613178313,48327,3540,109.32560658851146,3540,116.45534902847452,116.29735805297051
24,778,success,,14.156,14.156,35.43965470418334,48351,3540,78.55294470022822,3540,85.46411426972486,85.39457197575418
24,1088,success,,14.16,14.16,46.63840150274336,63366,3541,78.87159592675894,3541,91.55925745222028,91.47695595579869
24,1244,success,,14.048,14.048,52.778332041576505,72308,3513,161.5258537729906,3513,164.9439569676096,164.8074905597686
25,2,success,,14.096,14.096,15.340974418446422,19849,3525,40.23762122899085,3525,57.54090226492809,56.120856325702604
25,3,success,,14.096,14.096,20.571702705696225,26838,3525,39.60999083707739,3525,49.47590669729286,48.6676954084777
25,4,success,,13.988,13.988,20.098213935270905,26601,3498,18.450592373096125,3498,31.672000745103258,31.659881450948355
25,312,success,,14.096,14.096,21.2655699364841,28254,3525,36.59011485810946,3525,49.41654669570378,50.56378764025319
25,620,success,,14.096,14.096,15.626097932457924,19972,3525,30.71419772462752,3525,49.35275317403969,48.54392948896442
25,622,success,,14.096,14.096,23.18186560459435,30156,3525,19.360177812814428,3525,42.74472387731395,44.41540456523119
25,778,success,,14.096,14.096,16.988200763240457,22455,3525,43.19376498567861,3525,55.055148173962394,53.99505378481425
25,1088,success,,14.1,14.1,22.31895271129906,29260,3526,30.983200803782985,3526,55.74903602568924,55.27832476226291
25,1244,success,,13.988,13.988,23.694097016006708,31123,3498,48.527959796207284,3498,62.625036475733296,69.19775592465457
26,2,success,,14.096,14.096,15.185310505330563,19790,3525,40.324311068839044,3525,57.39313539372068,55.954217013515354
26,3,success,,14.096,14.096,21.606734223663807,27323,3525,39.75104413862977,3525,49.48900257334161,48.3109220339831
26,4,success,,13.988,13.988,21.594395322725177,27485,3498,18.542859220790163,3498,32.30291158691036,32.15040183414236
26,312,success,,14.096,14.096,22.852591764181852,29156,3525,36.582520144794096,3525,48.37508178423784,49.91894455094752
26,620,success,,14.096,14.096,15.983279200270772,20451,3525,30.746614373087947,3525,49.83074762590461,49.13537193777841
26,622,success,,14.096,14.096,24.383775793015957,30977,3525,19.433757424901895,3525,42.05566503302549,43.92172205584553
26,778,success,,14.096,14.096,17.584331763908267,22345,3525,43.3037218702563,3525,54.919339661155554,53.88505647466179
