label,lead_s,skill,n_forecasts
persistence,0.392,-0.031230441486880107,112
persistence,0.396,-0.04867879200597733,112
persistence,0.4,-0.05236999664477532,112
persistence,0.404,-0.045695519916463916,112
persistence,0.40800000000000003,-0.035360432390064554,112
persistence,0.41200000000000003,-0.02678956548135108,112
persistence,0.41600000000000004,-0.02227589184783542,112
persistence,0.42,-0.022921322703257252,112
persistence,0.424,-0.030282450344032718,112
persistence,0.428,-0.04522458363295301,112
persistence,0.432,-0.06569625701332453,112
persistence,0.436,-0.0868130944332934,112
persistence,0.44,-0.10352784360442283,112
persistence,0.444,-0.11404393642650466,112
persistence,0.448,-0.12112551768564121,112
persistence,0.452,-0.12915530397573163,112
persistence,0.456,-0.1389380433943476,112
persistence,0.46,-0.14508342189827614,112
persistence,0.464,-0.13952069981014809,112
persistence,0.468,-0.11927350703735372,112
persistence,0.47200000000000003,-0.09047135733387965,112
persistence,0.47600000000000003,-0.06433672783586213,112
persistence,0.48,-0.05020568914102553,112
persistence,0.484,-0.05100896205280465,112
persistence,0.488,-0.06272815037590797,112
persistence,0.492,-0.07722288170507535,112
persistence,0.496,-0.086576463421422,112
persistence,0.5,-0.08727347634315455,112
persistence,0.504,-0.08189543651557701,112
persistence,0.508,-0.07544555908410609,112
persistence,0.512,-0.06978863076799759,112
persistence,0.516,-0.06260248015953568,112
persistence,0.52,-0.050131015391185564,112
persistence,0.524,-0.03101423347052328,112
persistence,0.528,-0.009906561985615063,112
persistence,0.532,0.003723086471670789,112
persistence,0.536,0.003670841143618549,112
persistence,0.54,-0.009494324853830165,112
persistence,0.544,-0.03187092462928903,112
persistence,0.548,-0.0576797713130698,112
