lowpass_hz,degree,n_delays,delay_samples,configuration_smooth_0,configuration_smooth_5,configuration_smooth_9,coefficient_count,max_variance,max_standard_deviation,max_variance_equation_index,max_variance_feature_index,max_variance_feature_name,mean_coefficient_at_max_variance,mean_elementwise_variance,relative_rms_variability,mean_pairwise_cosine_similarity,minimum_pairwise_cosine_similarity
80.0,2,4,2,157,158,159,60,2011.1455639731569,44.84579761776076,0,2,x1,-157.7682860926758,160.4776023237629,0.2829123837976444,0.9251337863861617,0.8600190582406736
80.0,2,4,5,160,161,162,60,379.7585547372992,19.487394765265552,2,0,1,-27.39736063668761,15.28319770582251,0.24835872924017527,0.9135875478157076,0.8587137846841513
80.0,2,6,1,163,164,165,168,17667.85346785287,132.92047798534608,5,4,x3,-552.2665993647041,570.7431758272056,0.20206173745065437,0.990134574230107,0.984159562843615
80.0,2,6,2,166,167,168,168,1849.243020583621,43.002825727893985,5,5,x4,156.270779095623,55.22515892584339,0.24371997157354203,0.9355882582269159,0.8920365824962847
80.0,2,6,5,169,170,171,168,409.9926108351092,20.24827426807305,4,0,1,-28.477024660766414,8.728041460746006,0.2655927365214665,0.901574967081494,0.8375136239816137
80.0,2,8,1,172,173,174,360,59686.58827041349,244.3083876382747,0,4,x3,-796.7584802172781,1260.4520959905929,0.2878579504530693,0.9701963493498421,0.9633355184795985
80.0,2,8,2,175,176,177,360,2386.001289239841,48.846712164073445,7,7,x6,160.37584564503695,51.8612763926423,0.30651466440508623,0.8991468234052551,0.8442917250310512
80.0,2,8,5,178,179,180,360,412.464074645851,20.30921157125138,6,0,1,-28.482431286030433,6.0167336443844,0.2747513476111637,0.8947692574626162,0.8261677468917014
80.0,3,2,1,181,182,183,20,204.62551032553324,14.304737338571906,0,1,x0,213.7415724690509,41.471719245726334,0.06599152288484829,0.999124497346477,0.9983166490533374
80.0,3,2,2,184,185,186,20,221.6407964537456,14.88760546406794,0,0,1,-38.60448203815237,28.46604497165375,0.11733213988567409,0.988944466666534,0.9831766297039444
80.0,3,2,5,187,188,189,20,503.3064992309831,22.434493514028418,1,0,1,-31.692673550433128,29.30060686455596,0.3403457217823348,0.8436926722951007,0.7548793139812247
80.0,3,4,1,190,191,192,140,4541.603605000897,67.39142085607705,3,3,x2,458.79372341672257,102.88172723154631,0.1367305163230675,0.9954506259815975,0.9922933185512423
80.0,3,4,2,193,194,195,140,2183.2852149050527,46.72563766183457,3,3,x2,156.7856505099426,68.0020938132049,0.2859305695571235,0.9319219269365816,0.8718845529116046
80.0,3,4,5,196,197,198,140,313.66396531568074,17.7105608413647,2,0,1,-25.16701159064971,6.031231780734264,0.2482636420389769,0.9138744177720733,0.8556181505418439
80.0,3,6,1,199,200,201,504,30182.85730209472,173.73214239770002,0,3,x2,524.5618769571151,264.8663177829776,0.2445464552199779,0.9777853254150356,0.9658906562938375
80.0,3,6,2,202,203,204,504,1969.364519994321,44.377522688792816,5,5,x4,155.31331321005743,18.271663511847837,0.2430288615506689,0.9378595350192804,0.8948256474398351
80.0,3,6,5,205,206,207,504,299.87610905692634,17.316931282907095,4,0,1,-24.263623563079488,2.465426524814085,0.2536064193437239,0.9097438987550626,0.8513235391659747
80.0,3,8,1,208,209,210,1320,61506.37351073191,248.00478525772826,0,4,x3,-795.8671752871763,318.38898807641976,0.2799369465046186,0.9796398780874732,0.976224299445906
80.0,3,8,2,211,212,213,1320,2565.1267030425147,50.64707990637283,7,7,x6,159.5500280263046,15.282293575964848,0.31724843167047945,0.8934611543743317,0.8349389200960454
80.0,3,8,5,214,215,216,1320,403.11922602104596,20.077829215855132,6,0,1,-28.150031181419575,1.4834793159706774,0.27027862147092535,0.8981143493851409,0.8324462871473328
