configuration_index,degree,lowpass_hz,n_delays,delay_samples,smooth_window_samples,alpha,threshold,max_iter,trial_id,requested_horizon_s,completed,failure_reason,reached_horizon_s,trajectory_rmse,x0_correlation,max_amplitude_ratio,collapse_std_ratio,psd_similarity,distribution_ks
47,3,35.0,4,1,5,0.0,1.0,20,622,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,622,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,20,620,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,150,620,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,20,620,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,620,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,20,2,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,150,2,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,20,2,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,2,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,20,3,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,150,3,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,20,3,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,3,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,20,1244,14.076,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,150,1244,14.076,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,20,1244,14.076,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,1244,14.076,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,20,778,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,150,778,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,20,778,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,778,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.05,1.0,20,312,14.184000000000001,False,integration failed: Unexpected istate in LSODA.,6.32,1066507.358231436,0.08470420538600854,13649935.438589972,2442890.712335123,0.4194952340274019,0.10752688172043011
47,3,35.0,4,1,5,0.05,1.0,150,312,14.184000000000001,False,integration failed: Unexpected istate in LSODA.,6.32,1066507.358231436,0.08470420538600854,13649935.438589972,2442890.712335123,0.4194952340274019,0.10752688172043011
47,3,35.0,4,1,5,0.0,1.0,20,312,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
47,3,35.0,4,1,5,0.0,1.0,150,312,14.184000000000001,False,simulation exceeded 90 wall-clock seconds (hard subprocess kill),0.0,nan,nan,nan,nan,nan,nan
